timestamp,time_formatted,duration_sec,algorithm,heuristic,ai_mode,score,total_steps,ai_steps,player_steps,pellets_total,pellets_eaten,pellets_remaining,power_pellets_total,power_pellets_eaten,power_pellets_remaining,level_reached,few_pellets_mode,few_pellets_count,ghost_mode,lives_lost,current_mode,ai_time_sec,human_time_sec,mode_changes_count,result
2025-10-08T10:26:34,00:26,26,IDS,MAZEDISTANCE,AI,70,81,81,0,7,7,0,4,0,4,0,True,7,False,0,AI,26,0,0,LEVEL_COMPLETE
2025-10-08T10:26:47,00:32,32,IDS,MAZEDISTANCE,AI,70,92,92,0,7,7,0,4,0,4,0,True,7,False,0,AI,32,0,0,LEVEL_COMPLETE
2025-10-08T10:26:53,00:13,13,IDS,MAZEDISTANCE,AI,70,54,54,0,7,7,0,4,0,4,0,True,7,False,0,AI,13,0,0,LEVEL_COMPLETE
2025-10-08T10:26:54,00:54,54,IDS,MAZEDISTANCE,AI,70,109,109,0,7,7,0,4,0,4,0,True,7,False,0,AI,54,0,0,LEVEL_COMPLETE
2025-10-08T10:26:57,00:08,8,IDS,MAZEDISTANCE,AI,70,45,45,0,7,7,0,4,0,4,0,True,7,False,0,AI,8,0,0,LEVEL_COMPLETE
2025-10-08T10:27:32,00:26,26,IDS,MAZEDISTANCE,AI,70,80,80,0,7,7,0,4,0,4,0,True,7,False,0,AI,26,0,0,LEVEL_COMPLETE
2025-10-08T10:27:43,00:45,45,IDS,MAZEDISTANCE,AI,70,98,98,0,7,7,0,4,0,4,0,True,7,False,0,AI,45,0,0,LEVEL_COMPLETE
2025-10-08T10:27:45,00:23,23,IDS,MAZEDISTANCE,AI,70,88,88,0,7,7,0,4,0,4,0,True,7,False,0,AI,23,0,0,LEVEL_COMPLETE
2025-10-08T10:28:06,00:36,36,IDS,MAZEDISTANCE,AI,70,94,94,0,7,7,0,4,0,4,0,True,7,False,0,AI,36,0,0,LEVEL_COMPLETE
2025-10-08T10:31:32,02:45,165,Hill Climbing,MANHATTAN,AI,2930,519,519,0,244,165,79,4,0,4,0,False,7,True,4,AI,165,0,0,GAME_OVER
2025-10-08T10:31:47,02:43,163,Hill Climbing,MANHATTAN,AI,4800,525,525,0,244,244,0,4,0,4,0,False,20,True,2,AI,163,0,0,LEVEL_COMPLETE
2025-10-08T10:31:59,03:05,185,Hill Climbing,MANHATTAN,AI,5400,620,620,0,244,244,0,4,0,4,0,False,20,True,2,AI,185,0,0,LEVEL_COMPLETE
2025-10-08T10:33:42,01:53,113,Hill Climbing,MANHATTAN,AI,2430,329,329,0,244,145,99,4,0,4,0,False,20,True,4,AI,113,0,0,GAME_OVER
2025-10-08T10:33:46,04:32,272,Hill Climbing,MANHATTAN,AI,5200,764,764,0,244,244,0,4,0,4,0,False,20,True,2,AI,272,0,0,LEVEL_COMPLETE
2025-10-08T10:34:45,02:45,165,Hill Climbing,MANHATTAN,AI,2710,450,450,0,244,179,65,4,0,4,0,False,20,True,4,AI,165,0,0,GAME_OVER
2025-10-08T10:35:16,03:08,188,Hill Climbing,MANHATTAN,AI,3950,625,625,0,244,239,5,4,0,4,0,False,20,True,4,AI,188,0,0,GAME_OVER
2025-10-08T10:36:53,02:53,173,Hill Climbing,MANHATTAN,AI,3800,541,541,0,244,244,0,4,0,4,0,False,20,True,0,AI,173,0,0,LEVEL_COMPLETE
2025-10-08T10:37:38,02:38,158,Hill Climbing,MANHATTAN,AI,4330,528,528,0,244,237,7,4,0,4,0,False,20,True,4,AI,158,0,0,GAME_OVER
2025-10-08T10:38:17,02:50,170,Hill Climbing,MANHATTAN,AI,4800,642,642,0,244,244,0,4,0,4,0,False,20,True,0,AI,170,0,0,LEVEL_COMPLETE
2025-10-08T10:38:24,04:11,251,Hill Climbing,MANHATTAN,AI,3800,735,735,0,244,244,0,4,0,4,0,False,20,True,2,AI,251,0,0,LEVEL_COMPLETE
2025-10-08T10:40:24,03:23,203,Hill Climbing,MANHATTAN,AI,5120,573,573,0,244,220,24,4,0,4,0,False,20,True,4,AI,203,0,0,GAME_OVER
